"brand","content","post_date","reactions","comments","shares","post_url","video_views","post_time"
"Telstra","Choose your fighter.",2022-11-02,53,106,3,"https://facebook.com/Telstra/posts/10159214958349315",0,"17:15"
"Telstra","Think Halloween's scary? Try having someone flick through your camera roll after showing them a photo...",2022-10-31,218,248,17,"https://facebook.com/Telstra/posts/10159208195099315",0,"16:45"
"Telstra","Narrator: He didn't.",2022-10-28,650,183,30,"https://facebook.com/Telstra/posts/10159196953579315",0,"12:15"
"Telstra","No caption, this might be an event post?",2022-10-27,2700,770,93,"https://facebook.com/Telstra/posts/10159194160074315",0,"13:15"
"Telstra","This is an official unit of measurement now.",2022-10-20,352,260,20,"https://facebook.com/Telstra/posts/10159175411314315",0,"16:30"
"Telstra","Just letting you know, an issue affecting some of our mobile customers making calls this morning has been fixed and services are progressively coming back online",2022-10-18,867,0,67,"https://facebook.com/Telstra/posts/10159170326364315",0,"10:30"
"Telstra","How to tell your phone was recently near a small child",2022-10-14,2400,349,70,"https://facebook.com/Telstra/posts/10159160368404315",0,"11:00"
"Telstra","You may have heard about a data breach involving Telstra employee details. Here are the key facts:",2022-10-04,1900,947,223,"https://facebook.com/Telstra/posts/10159141465659315",0,"13:45"
"Telstra","No caption, this might be an event post?",2022-09-21,525,988,21,"https://facebook.com/Telstra/posts/10159123255144315",0,"11:45"
"Telstra","Telstra is thrilled to offer Apple's new products, including the most advanced iPhone lineup ever with iPhone 14, iPhone 14 Plus, iPhone 14 Pro, and iPhone 14 Pro Max, AirPods Pro (2nd Generation), Apple Watch Series 8 with best-in-class health features, redesigned Apple Watch SE at a new starting price, and Apple Watch Ultra with a new bold design and wide range of features built for endurance, exploration, and adventure. Head over to https://www.telstra.com.au/mobile-phones/apple to learn more.",2022-09-08,796,0,72,"https://facebook.com/Telstra/posts/10159099196214315",0,"14:00"
"Telstra","I don't know who needs to hear this but closing your apps doesn't preserve battery life",2022-09-06,1100,0,63,"https://facebook.com/Telstra/posts/10159096464819315",0,"17:45"
"Telstra","I've heard this is something dads do",2022-09-04,181,219,23,"https://facebook.com/Telstra/posts/10159090414494315",0,"09:45"
"Telstra","No caption, this might be an event post?",2022-09-02,879,862,154,"https://facebook.com/Telstra/posts/10159088087384315",0,"14:30"
"Telstra","Got a better banner idea than Lynchy?",2022-08-30,269,135,29,"https://facebook.com/Telstra/posts/10159083005574315",0,"17:15"
"Telstra","â€œWhat % are you on?â€ - the last words you hear before your mate unplugs your phone.",2022-08-26,53,119,7,"https://facebook.com/Telstra/posts/10159079325369315",0,"17:00"
"Telstra","Did we bring Dan back after 17 years? Yes.Do you feel old yet? Also Yes.",2022-08-25,322,167,71,"https://facebook.com/Telstra/posts/10159077516114315",0,"06:15"
"Telstra","No caption, this might be an event post?",2022-08-22,297,185,24,"https://facebook.com/Telstra/posts/10159073664674315",0,"13:00"
"Telstra","No caption, this might be an event post?",2022-08-16,329,0,26,"https://facebook.com/Telstra/posts/10159065821459315",0,"16:30"
"Telstra","""NO, you called me!?""",2022-08-08,1900,0,305,"https://facebook.com/Telstra/posts/10159054286469315",0,"17:15"
"Telstra","No caption, this might be an event post?",2022-08-04,1900,496,59,"https://facebook.com/Telstra/posts/10159048717554315",0,"12:00"
"Telstra","I'm  on Monday but  on Saturday",2022-08-01,1100,303,11,"https://facebook.com/Telstra/posts/10159045017984315",0,"15:15"
"Telstra","No caption, this might be an event post?",2022-07-27,2700,0,251,"https://facebook.com/Telstra/posts/10159038244124315",0,"16:15"
"Telstra","Little Miss logging off after posting this",2022-07-22,155,174,38,"https://facebook.com/Telstra/posts/10159031686719315",0,"16:00"
"Telstra","Accurate?",2022-07-21,268,275,29,"https://facebook.com/Telstra/posts/10159030310764315",0,"15:15"
"Telstra","No caption, this might be an event post?",2022-07-18,42,836,0,"https://facebook.com/Telstra/posts/10159026395814315",0,"15:45"
"Telstra","We're making changes, ð™›ð™¤ð™§ ð™®ð™¤ð™ª.Like answering 100% of calls right here in Australia.",2022-07-13,8200,0,0,"https://facebook.com/Telstra/posts/10159018339979315",0,"12:00"
"Telstra","guess I'm back on the apps",2022-07-08,192,214,10,"https://facebook.com/Telstra/posts/10159012854934315",0,"17:15"
"Telstra","tfw when you turn down your brightness and it goes back up again.",2022-07-07,541,416,18,"https://facebook.com/Telstra/posts/10159011369069315",0,"17:15"
"Telstra","Since we activated our SMS scam filter three months ago, we've been stopping around 2 million dodgy texts reaching our customers each day.",2022-07-06,2900,0,72,"https://facebook.com/Telstra/posts/10159009414784315",0,"10:45"
"Telstra","No caption, this might be an event post?",2022-07-05,149,100,10,"https://facebook.com/Telstra/posts/10159008341734315",0,"17:00"
"Telstra","No caption, this might be an event post?",2022-07-01,101,228,3,"https://facebook.com/Telstra/posts/10159001970959315",0,"13:15"
"Vodafone Australia","Ever clicked a link that seemed legitimate but wasn't?You're not alone.Our recent State of Scams Report showed that over 80% of Australians have fallen victim to an SMS scam.Scrutinise - Be on the lookout for suspicious calls, emails and messages.Stop - Be cautious of providing financial or personal information.Speak - If you are a victim of a scam, report it to Scamwatch. For more information on how you can better protect yourself and your family, search Vodafone security.",2023-08-04,10,50,0,"https://facebook.com/vodafoneau/posts/666481232174851",600,"14:45"
"Vodafone Australia","Calling all Jonas Brothers fans! Get exclusive pre-sale access when you're with Vodafone to see Jonas Brothers in Australia for the first time ever. Limited availability, so act fast. Pre-sale kicks off on 4.8.23. T&Cs apply. Learn more: https://www.vodafone.com.au/ticket",2023-07-28,15,25,0,"https://facebook.com/vodafoneau/posts/662695872553387",0,"17:00"
"Vodafone Australia","Calling all Louis Tomlinson fans! Unlock the ultimate concert experience with Vodafone. Get your exclusive pre-sale access when you're with Vodafone and secure your spot for an unforgettable night. Limited availability, so act fast. Pre-sale kicks off on 21.7.23. T&C apply. Learn more: https://www.vodafone.com.au/ticket",2023-07-20,19,49,0,"https://facebook.com/vodafoneau/posts/658312629658378",0,"12:45"
"Vodafone Australia","When you're with Vodafone, you get access to an exclusive early pre-sale to see Post Malone. Pre-sale kicks off on 6.7.23. T&C apply. Learn more: https://www.vodafone.com.au/ticket",2023-06-30,34,106,0,"https://facebook.com/vodafoneau/posts/646381460851495",0,"09:00"
"Vodafone Australia","When you're with Vodafone, you get access to an exclusive early pre-sale to see Blink-182 in Melbourne. Presale access from 10am (local) in Bris & Melb and 11am (local) in Syd on 05/06/23 until 10am (local) in Bris & Melb and 11am (local) in Syd on 07/06/23 or until allocation is sold out. T&Cs apply.",2023-06-13,22,53,0,"https://facebook.com/vodafoneau/posts/10159296269277617",0,"12:00"
"Vodafone Australia","When you're with Vodafone, you get access to an exclusive early pre-sale to see Motley Crue and Def Leppard in stadiums around Australia. Presale access from 10am (local) in Bris & Melb and 11am (local) in Syd on 05/06/23 until 10am (local) in Bris & Melb and 11am (local) in Syd on 07/06/23 or until allocation is sold out. T&Cs Apply.",2023-06-01,49,82,12,"https://facebook.com/vodafoneau/posts/10159273573152617",0,"10:00"
"Vodafone Australia","We're thrilled to introduce one of our newest Vodafone Australia ambassadors, Broc Feeney!  Broc joins forces with Vodafone Australia, bringing his undeniable talent and passion, as a part of the Red Bull Ampol Racing Supercars team.  Get ready to witness adrenaline-fueled victories and exhilarating moments on the track and off, connecting them along the way through the partnership with us.",2023-05-19,65,26,19,"https://facebook.com/vodafoneau/posts/10159249930977617",0,"12:30"
"Vodafone Australia","We're revving up for a sensational new partnership with one of our newest ambassadors, David Reynolds  We're thrilled to welcome David to join forces with Vodafone Australia, as our ambassador, who is a part of the Penrite Oil Supercars team  We're excited to keep David connected as we witness him gear up for thrilling speeds and unforgettable moments for the year ahead.",2023-05-19,37,8,0,"https://facebook.com/vodafoneau/posts/10159249766237617",0,"10:00"
"Vodafone Australia","Vodafone is connecting customers to the magic of live music - introducing Vodafone Ticket. This is your ticket to Vodafone only pre-sales, VIP experiences and exclusive invites to see the biggest artists touring Australia. Want to find out more? T&Cs Apply. Head to www.vodafone.com.au/ticket",2023-05-02,36,96,3,"https://facebook.com/vodafoneau/posts/10159215590952617",0,"10:00"
"Vodafone Australia","As founding members of InterRetail we've partnered with Minus18, a not-for-profit Australian charity this Wear it Purple Day",2022-08-16,101,567,9,"https://facebook.com/vodafoneau/posts/10158694584727617",0,"09:30"
"amaysim","Thanks for the love Victor!",2023-08-09,110,30,2,"https://facebook.com/amaysim/posts/677366067766668",0,"19:00"
"amaysim","No rush! There's always room for more!",2023-08-07,33,20,0,"https://facebook.com/amaysim/posts/677351607768114",914,"19:00"
"amaysim","That feeling when you peel the protective plastic off the screen... *chef kiss*",2023-07-31,13,3,0,"https://facebook.com/amaysim/posts/673409911495617",812,"19:00"
"amaysim","Just an amaysim girl in an amaysim world.",2023-07-27,52,3,0,"https://facebook.com/amaysim/posts/671098411726767",0,"19:00"
"amaysim","Hey Siri, play the ""Hits From My Formative Years"" playlist.",2023-07-24,12,3,0,"https://facebook.com/amaysim/posts/669473941889214",934,"19:00"
"amaysim","Ain't nobody got time for that.",2023-07-17,43,9,2,"https://facebook.com/amaysim/posts/665497748953500",0,"19:00"
"amaysim","And we'll always look after you!",2023-07-11,22,37,0,"https://facebook.com/amaysim/posts/661854072651201",0,"19:00"
"amaysim","We've joined the New (digital) Frontier. If you're ready to add another social media account to your life, come follow us on Threads.",2023-07-07,10,7,0,"https://facebook.com/amaysim/posts/659248499578425",867,"19:00"
"amaysim","G+G+G+G+G. Count them!",2023-07-04,26,32,2,"https://facebook.com/amaysim/posts/657346243101984",0,"19:00"
"amaysim","Winner, winner, headphone dinner?",2023-07-03,50,8,0,"https://facebook.com/amaysim/posts/656622693174339",0,"12:15"
"amaysim","The ol' risky bathroom scroll",2023-06-30,13,15,0,"https://facebook.com/amaysim/posts/651229813713627",0,"19:00"
"amaysim","Meal rules don't count on holiday, ok!",2023-06-29,10,10,0,"https://facebook.com/amaysim/posts/651228720380403",777,"19:00"
"amaysim","Yesss, stoked to have you on board, John!",2023-06-27,23,31,0,"https://facebook.com/amaysim/posts/651226793713929",0,"19:00"
"amaysim","**THIS COMPETITION IS NOW CLOSED **",2023-06-19,134,742,13,"https://facebook.com/amaysim/posts/648224620680813",0,"13:00"
"amaysim","Can you hear it? The sound of hundreds of people bouncing, leaping and jumping their way to a good cause? Today is International Batten Disease Awareness Day and we're doing a shoutout to our long-time amaysim customer Julia Mickler who puts so much of her time and heart into this charity.You can help raise awareness by putting up a public post photo of you bouncing on your social media with the tags #Bounce4Batten, #bdsraaustralia, #BattenDay2023.To find out more and to donate, head on over to Batten Disease Support & Research Association Australia or www.bdsraaustralia.org",2023-06-09,15,4,0,"https://facebook.com/amaysim/posts/7546415762051857",820,"11:00"
"amaysim","Today we're celebrating all of the world's beautiful oceans and we're pumped to get out amongst our marine friends!",2023-06-08,13,3,0,"https://facebook.com/amaysim/posts/7531601800199920",747,"07:00"
"amaysim","Thanks for being with us, Janith!",2023-06-07,30,16,0,"https://facebook.com/amaysim/posts/7520553141304786",727,"19:00"
"amaysim","You know that feeling of complete liberation you get because your telco gives you a whole lotta mobile for less? Of course you do, you're with amaysim! Well, check out our new commercial anyways - we want everyone to ""feel amaysim""!",2023-06-05,40,17,0,"https://facebook.com/amaysim/posts/7532070636819703",0,"13:00"
"amaysim","Winter's here! Don't worry, we hear ice baths are all the rage these days. *does that weird breathing technique thingo*",2023-06-02,8,1,0,"https://facebook.com/amaysim/posts/7520541984639235",816,"19:00"
"amaysim","We've been working on something amay-zing. Can't wait to share it with you next week!",2023-06-01,20,3,0,"https://facebook.com/amaysim/posts/7517952781564822",792,"19:00"
"amaysim","Why can't we just be friends?",2023-05-31,16,2,0,"https://facebook.com/amaysim/posts/7513966395296794",749,"19:00"
"amaysim","Winter is just around the corner! Check out our handy list of apps to help you through those colder months",2023-05-30,9,0,0,"https://facebook.com/amaysim/posts/7510221545671279",0,"19:00"
"amaysim","Plz be careful texting and walking.",2023-05-29,14,5,0,"https://facebook.com/amaysim/posts/7506634009363366",0,"19:00"
"amaysim","You're simply awesome, Helen!",2023-05-26,45,42,0,"https://facebook.com/amaysim/posts/7495574110469356",0,"19:00"
"amaysim","Roam if you want to!",2023-05-24,11,13,0,"https://facebook.com/amaysim/posts/7487966744563426",805,"19:00"
"amaysim","We're the real Australian Beauty.",2023-05-23,15,9,0,"https://facebook.com/amaysim/posts/7484195638273870",816,"19:00"
"amaysim","What would you do with a 20TB data bank?",2023-05-19,23,18,0,"https://facebook.com/amaysim/posts/7468977589795675",0,"19:00"
"amaysim","We got you!",2023-05-17,29,5,0,"https://facebook.com/amaysim/posts/7461769030516531",852,"19:00"
"amaysim","Travelling overseas? No need to hunt down a travel SIM, get connected from the moment you land with your Aussie number.Visit amays.im/Roaming for all the info on International Roaming Packs.",2023-05-16,17,1,0,"https://facebook.com/amaysim/posts/7458247280868706",655,"19:00"
"amaysim","She's probably lying if she says she just wants a hug. PS, it's tomorrow, don't forget!",2023-05-13,7,4,0,"https://facebook.com/amaysim/posts/7446205585406209",752,"07:00"
"amaysim","eSIM is short for ""embedded SIM""",2023-05-11,30,16,3,"https://facebook.com/amaysim/posts/7440786559281445",0,"19:00"
"amaysim","On the back of a jet-ski?",2023-05-09,3,2,0,"https://facebook.com/amaysim/posts/7433560300004071",0,"17:00"
"amaysim","We're chuffed you've been so loyal, Dana!",2023-05-05,48,21,0,"https://facebook.com/amaysim/posts/7419492898077478",0,"19:00"
"amaysim","This is going straight to the pool room! Thanks, Finder, for naming us the winner of the ""Prepaid Mobile Provider - Value"" category at Finder's 2023 Mobile Awards in Australia.",2023-05-04,41,9,0,"https://facebook.com/amaysim/posts/7415761421783959",536,"19:00"
"amaysim","Say goodbye travel SIM, hello amaysim. Keep your Aussie number and your savings when you roam overseas.Visit amays.im/Roaming for list of destinations and more info.",2023-05-02,18,17,0,"https://facebook.com/amaysim/posts/7408349825858452",821,"17:00"
"amaysim","Opening the amaysim Facebook page right? Right?",2023-04-27,9,13,0,"https://facebook.com/amaysim/posts/7391720180854750",0,"16:45"
"amaysim","Today, and every day, we remember them.",2023-04-25,49,3,0,"https://facebook.com/amaysim/posts/7383756921651076",0,"07:00"
"amaysim","You're great all round, Steven!",2023-04-20,11,5,0,"https://facebook.com/amaysim/posts/7369333073093461",555,"19:00"
"amaysim","How much have you banked?",2023-04-19,26,31,0,"https://facebook.com/amaysim/posts/7366104573416311",0,"19:00"
"amaysim","Got the travel bug? Our International Roaming Packs will cover you in over 90 popular travel destinations.Visit amays.im/Roaming for list of destinations and more info.",2023-04-17,9,0,0,"https://facebook.com/amaysim/posts/7359064880786947",607,"19:00"
"amaysim","It's the middle of autumn! Grab your phone and go explore our beautiful country while it's not too hot and not too cold (well, in theory).",2023-04-14,10,0,0,"https://facebook.com/amaysim/posts/7348571075169661",664,"17:00"
"amaysim","In the toaster.",2023-04-11,7,16,0,"https://facebook.com/amaysim/posts/7338671859492916",0,"16:45"
"amaysim","What's better than a chocolate egg?",2023-04-09,26,12,0,"https://facebook.com/amaysim/posts/7331323896894379",0,"07:00"
"amaysim","Well, hello there long weekend, it's been too long!",2023-04-08,41,10,0,"https://facebook.com/amaysim/posts/7328268190533283",0,"07:00"
"amaysim","Yessssss, Phillip!",2023-04-05,36,11,0,"https://facebook.com/amaysim/posts/7320287974664638",774,"19:00"
"amaysim","Our International Roaming Packs have landed! Now you can ditch daily roaming charges by adding a wallet-friendly roaming pack to your plan.Say goodbye travel SIM, hello amaysim. Existing amaysim customers can choose standard text & talk, data only or a pack with the works to use in Selected Destinations.No matter what you choose, one thing they all have in common is great value, so you can save your money for the fun stuff while travelling.Check it out at amays.im/Roaming",2023-04-04,26,18,0,"https://facebook.com/amaysim/posts/7303988252961277",861,"19:00"
"amaysim","Is it possible to relax without your favourite playlist?",2023-03-31,4,9,0,"https://facebook.com/amaysim/posts/7304834666209969",0,"17:00"
"amaysim","How much of this is yours?",2023-03-28,24,14,0,"https://facebook.com/amaysim/posts/7295988843761218",921,"19:00"
"amaysim","Amazing iPhone 13. Amazing Value Plan.Buy iPhone 13 now and you'll get 50% off your first renewal of a 90-day plan. Offer ends 31/03/23.Ts & Cs apply.",2023-03-27,4,4,0,"https://facebook.com/amaysim/posts/7292381250788644",743,"17:00"
"amaysim","You're pretty amazing yourself, Han C!",2023-03-24,30,9,0,"https://facebook.com/amaysim/posts/7284097044950398",702,"19:00"
"amaysim","EXCLUSIVE MOBILE OFFER $10 for 55GB first renewal!",2023-03-22,16,5,0,"https://facebook.com/amaysim/posts/7277856692241100",0,"19:00"
"amaysim","Shouting Big Love this Harmony Week (and every week), to our amay-zing customers!",2023-03-21,44,15,0,"https://facebook.com/amaysim/posts/7274737949219641",0,"19:00"
"amaysim","Wishing everyone the luckiest of days this St Patrick's Day",2023-03-17,16,3,0,"https://facebook.com/amaysim/posts/7261330887227014",462,"07:00"
"amaysim","We're feeling the Big Love, RR11!",2023-03-15,18,5,0,"https://facebook.com/amaysim/posts/7256142424412527",695,"19:00"
"amaysim","It's the month of ""not too hot, not too cold"". Grab your phone and get out and about.",2023-03-13,13,16,0,"https://facebook.com/amaysim/posts/7249072448452858",747,"19:00"
"amaysim","""Big Love"" - Fleetwood Mac?",2023-03-10,15,36,0,"https://facebook.com/amaysim/posts/7238050962888340",0,"16:00"
"amaysim","Shouting Big Love on International Women's Day to all the women who continue to inspire us on the daily. May we continue to work hard at amplifying female voices in all spaces to further foster a rich, diverse, and inclusive community. Big Love x",2023-03-08,40,1,0,"https://facebook.com/amaysim/posts/7229646153728821",0,"07:00"
"amaysim","We're proud to celebrate the achievements of women in business, so we're throwing the spotlight on Emily Attard, long-time amaysim customer and founder of Specialist Hoops - an amazing organisation promoting inclusion in sport. Check out her incredible story and see the Big Love she's bringing to the community.To discover more about Specialist Hoops, head on over to their website www.specialisthoops.org.au",2023-03-07,64,9,0,"https://facebook.com/amaysim/posts/7226424570717646",0,"17:00"
"amaysim","All things iPhone now at amaysim!Buy an iPhone now and you'll get 50% off your first renewal of a 90-day plan. Offer ends 31/03/23.Ts & Cs apply.",2023-03-06,12,6,0,"https://facebook.com/amaysim/posts/7222984994394937",816,"17:00"
"amaysim","Shoutout to the legends making our beautiful country a little cleaner this weekend.",2023-03-05,29,5,0,"https://facebook.com/amaysim/posts/7219239888102781",709,"07:00"
"amaysim","It's World Wildlife Day! Massive shout out to all the animals out there (yes, even bush turkeys)",2023-03-03,24,6,0,"https://facebook.com/amaysim/posts/7213589632001140",612,"19:00"
"amaysim","What I say: ""Yay! Autumn!"" What I think: ""Why did summer have to end """,2023-03-01,20,9,0,"https://facebook.com/amaysim/posts/7206645212695582",636,"19:00"
"amaysim","Open exchange rate app. Enter cost of meal. Order glass of water.",2023-02-28,10,4,0,"https://facebook.com/amaysim/posts/7202691333090970",0,"16:15"
"amaysim","Guess how much data we banked last month?",2023-02-27,34,11,0,"https://facebook.com/amaysim/posts/7199460263414077",0,"19:00"
"amaysim","Thanks for all the Big Love, Pankaj!",2023-02-23,21,3,0,"https://facebook.com/amaysim/posts/7185599034800200",554,"19:00"
"amaysim","One week to go! What's left on your summer bucket list?",2023-02-21,9,12,0,"https://facebook.com/amaysim/posts/7178715862155184",577,"19:00"
"amaysim","Shouting Big Love to all our LGBTQIA+ customers and allies, as Sydney (and the world) switches into full rainbow mode! May your glitter sparkle and your disco balls shine extra bright!",2023-02-17,33,7,0,"https://facebook.com/amaysim/posts/7164823406877763",0,"17:00"
"amaysim","No, YOU'RE the best, Brendan!",2023-02-16,46,23,0,"https://facebook.com/amaysim/posts/7161594443867326",840,"19:00"
"amaysim","So many features to fall in love with...",2023-02-14,36,24,0,"https://facebook.com/amaysim/posts/7154495147910589",0,"19:00"
"amaysim","In response to the devastating earthquakes in TÃ¼rkiye and Syria, amaysim is providing customers with free standard international calls to these regions from Australia.",2023-02-14,47,18,0,"https://facebook.com/amaysim/posts/7153458591347578",0,"12:00"
"amaysim","Buzz buzz. Buzz buzz. Buzz buzz.",2023-02-13,21,6,0,"https://facebook.com/amaysim/posts/7151073261586111",0,"19:00"
"amaysim","Summer  Sunshine  Time to do some ""work from home""...",2023-02-09,9,9,0,"https://facebook.com/amaysim/posts/7137442776282493",595,"19:00"
"amaysim","Say hello to Big Love Legend Zaher Mukhalalati, long-time amaysim customer and co-founder of Safee - an app that helps improve road safety for truck drivers (and everyone). Like all our Big Love Legends, we want to shine some light on the inspiring work he's doing in the community.Earlier this year we joined Zaher on the road to hear his story and see the app in action.To discover more about Safee, head on over to his website www.safee.com.au",2023-02-07,25,4,0,"https://facebook.com/amaysim/posts/7130556790304425",799,"19:00"
"amaysim","Fri-yay! What's your favourite way to unwind on the weekend?",2023-02-03,9,12,0,"https://facebook.com/amaysim/posts/7116830395010398",485,"17:00"
"amaysim","Hurry up green battery icon!",2023-02-01,8,2,0,"https://facebook.com/amaysim/posts/7109925899034181",613,"19:00"
"amaysim","Brace yourself: The BBQ snaps are coming.",2023-01-26,13,1,0,"https://facebook.com/amaysim/posts/7087682741258497",490,"07:00"
"amaysim","If you're happy, we're happy! Thanks, Jess S.",2023-01-24,28,23,0,"https://facebook.com/amaysim/posts/7082430855117019",0,"19:00"
